HEADER:,V_BAT,I_BAT,PEDAL_TIME,WHEEL_TIME,GPS_DATE,GPS_TIME,GPS_LAT,GPS_LNG
MEDIDA:,805,118,0,1546,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,808,113,0,1558,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,119,0,1549,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,116,0,1549,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,114,0,1549,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,117,0,1555,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,114,0,1555,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,792,113,0,1522,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,117,0,1557,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,116,0,1557,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,116,0,1549,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,118,0,1553,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,115,0,1553,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,117,0,1551,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,118,0,1551,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,111,0,1549,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,801,117,0,1556,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,114,0,1556,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,112,0,1570,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,114,0,1610,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,108,0,1610,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,110,0,1623,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,803,111,0,1623,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,107,0,1628,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,111,0,1631,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,108,0,1631,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,803,108,0,1621,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,803,112,0,1621,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,107,0,1629,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,113,0,1631,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,109,0,1631,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,807,109,0,1629,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,111,0,1634,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,807,106,0,1634,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
